---,Elapsed Time,Time.,Channel No.,---.1,CH010,CH011,CH012,CH014,CH015,CH016,CH017,CH018,CH019,CH021,CH022,CH023,CH024,CH025,CH027,CH000,CH001
3735,726.056,2018/03/14 00:22:21,2018/03/14,00:22:21,70,215,61,147,19,73,119,34,-6,57,23,57,57,100,105,15.0,18.9
3736,726.25,2018/03/14 00:34:01,2018/03/14,00:34:01,70,214,61,147,19,74,119,34,-8,57,23,56,57,100,105,15.0,18.8
3737,726.444,2018/03/14 00:45:41,2018/03/14,00:45:41,70,215,61,147,19,73,119,34,-9,57,23,56,57,100,105,15.0,18.6
3738,726.6389999999999,2018/03/14 00:57:21,2018/03/14,00:57:21,71,215,61,147,19,73,119,34,-9,57,22,56,57,100,105,15.0,18.5
3739,726.8330000000001,2018/03/14 01:09:01,2018/03/14,01:09:01,70,214,60,147,19,73,119,34,-9,57,23,56,57,100,106,15.0,18.3
3740,727.028,2018/03/14 01:20:41,2018/03/14,01:20:41,70,215,61,147,19,73,119,34,-9,57,22,56,57,100,105,15.0,18.2
3741,727.222,2018/03/14 01:32:21,2018/03/14,01:32:21,70,215,61,147,19,73,119,34,-9,57,23,56,57,99,105,15.0,18.1
3742,727.4169999999999,2018/03/14 01:44:01,2018/03/14,01:44:01,71,215,61,147,18,73,119,34,-10,57,23,56,58,100,105,15.1,18.0
3743,727.6110000000001,2018/03/14 01:55:41,2018/03/14,01:55:41,70,215,61,147,19,73,119,34,-12,57,23,56,57,100,105,15.0,17.9
3744,727.806,2018/03/14 02:07:21,2018/03/14,02:07:21,71,215,61,147,18,74,119,34,-13,57,22,56,57,100,105,15.0,17.9
3745,728.0,2018/03/14 02:19:01,2018/03/14,02:19:01,70,215,61,146,19,73,119,34,-13,57,23,56,57,100,105,15.0,17.8
3746,728.194,2018/03/14 02:30:41,2018/03/14,02:30:41,70,215,61,146,18,73,119,34,-13,57,22,56,57,99,105,15.0,17.7
3747,728.3889999999999,2018/03/14 02:42:21,2018/03/14,02:42:21,70,214,60,147,19,73,119,34,-14,57,22,56,57,99,105,15.0,17.7
3748,728.5830000000001,2018/03/14 02:54:01,2018/03/14,02:54:01,70,214,60,146,19,73,119,34,-14,57,22,56,57,100,105,15.0,17.6
3749,728.778,2018/03/14 03:05:41,2018/03/14,03:05:41,70,214,61,146,19,73,119,34,-15,57,22,56,57,100,105,15.0,17.5
3750,728.972,2018/03/14 03:17:21,2018/03/14,03:17:21,70,215,61,147,19,73,119,34,-15,57,22,55,57,99,105,15.0,17.5
3751,729.1669999999999,2018/03/14 03:29:01,2018/03/14,03:29:01,70,215,60,146,19,73,119,34,-15,57,23,56,57,100,105,15.0,17.5
3752,729.3610000000001,2018/03/14 03:40:41,2018/03/14,03:40:41,70,215,61,146,19,73,119,34,-16,57,22,56,57,100,105,15.0,17.4
3753,729.556,2018/03/14 03:52:21,2018/03/14,03:52:21,70,214,61,146,19,73,119,34,-17,57,22,56,57,100,105,15.0,17.4
3754,729.75,2018/03/14 04:04:01,2018/03/14,04:04:01,70,214,60,146,19,73,119,33,-17,57,23,56,57,100,105,15.0,17.4
3755,729.944,2018/03/14 04:15:41,2018/03/14,04:15:41,70,214,61,146,19,73,120,34,-17,57,22,56,57,99,105,15.0,17.3
3756,730.1389999999999,2018/03/14 04:27:21,2018/03/14,04:27:21,70,215,61,146,18,73,119,34,-17,57,22,56,57,99,105,15.0,17.3
3757,730.3330000000001,2018/03/14 04:39:01,2018/03/14,04:39:01,70,214,61,146,19,73,119,34,-17,57,22,56,57,100,105,15.0,17.2
3758,730.528,2018/03/14 04:50:41,2018/03/14,04:50:41,70,215,60,146,18,73,119,34,-17,57,23,56,57,100,105,15.0,17.2
3759,730.722,2018/03/14 05:02:21,2018/03/14,05:02:21,70,215,61,146,19,73,119,34,-18,56,22,56,57,100,105,15.0,17.1
3760,730.9169999999999,2018/03/14 05:14:01,2018/03/14,05:14:01,70,215,60,146,18,73,119,33,-18,57,23,56,57,100,105,15.0,17.1
3761,731.1110000000001,2018/03/14 05:25:41,2018/03/14,05:25:41,70,215,60,145,18,73,119,33,-19,57,22,56,57,99,105,15.0,17.0
3762,731.306,2018/03/14 05:37:21,2018/03/14,05:37:21,70,215,61,146,19,73,119,34,-19,56,22,56,57,99,105,15.0,17.0
3763,731.5,2018/03/14 05:49:01,2018/03/14,05:49:01,70,215,60,146,19,73,119,34,-19,57,23,56,57,99,105,15.1,16.9
3764,731.694,2018/03/14 06:00:41,2018/03/14,06:00:41,70,214,61,146,19,73,119,33,-20,57,22,56,57,99,105,15.1,16.8
3765,731.8889999999999,2018/03/14 06:12:21,2018/03/14,06:12:21,70,215,61,146,18,73,119,34,-20,57,23,55,57,99,105,15.0,16.8
3766,732.0830000000001,2018/03/14 06:24:01,2018/03/14,06:24:01,70,215,61,146,19,73,119,34,-21,57,22,56,57,99,105,15.1,16.7
3767,732.278,2018/03/14 06:35:41,2018/03/14,06:35:41,70,215,61,146,19,73,119,33,-20,57,22,56,57,99,105,15.0,16.6
3768,732.472,2018/03/14 06:47:21,2018/03/14,06:47:21,70,215,61,146,19,73,119,33,-21,57,22,56,57,100,105,15.0,16.6
3769,732.6669999999999,2018/03/14 06:59:01,2018/03/14,06:59:01,70,215,60,145,18,73,119,33,-21,57,22,56,57,100,105,15.1,16.6
3770,732.8610000000001,2018/03/14 07:10:41,2018/03/14,07:10:41,70,214,60,146,18,73,120,34,-21,57,22,55,57,99,105,15.0,16.6
3771,733.056,2018/03/14 07:22:21,2018/03/14,07:22:21,70,214,60,146,18,73,119,33,-21,57,22,55,57,100,105,15.0,16.6
3772,733.25,2018/03/14 07:34:01,2018/03/14,07:34:01,70,215,61,146,18,73,119,34,-21,56,23,56,57,100,105,15.0,16.7
3773,733.444,2018/03/14 07:45:41,2018/03/14,07:45:41,70,214,60,146,18,73,119,34,-22,57,22,56,57,99,105,15.0,16.8
3774,733.6389999999999,2018/03/14 07:57:21,2018/03/14,07:57:21,70,214,61,146,18,73,119,34,-22,57,22,56,57,100,105,15.1,16.9
3775,733.8330000000001,2018/03/14 08:09:01,2018/03/14,08:09:01,70,215,61,146,18,73,119,34,-22,56,22,56,57,100,105,15.0,17.1
3776,734.028,2018/03/14 08:20:41,2018/03/14,08:20:41,70,215,61,146,18,73,119,33,-22,57,22,56,57,100,105,15.0,17.2
3777,734.222,2018/03/14 08:32:21,2018/03/14,08:32:21,70,214,60,146,18,73,119,34,-22,57,23,56,57,99,105,15.0,17.4
3778,734.4169999999999,2018/03/14 08:44:01,2018/03/14,08:44:01,70,215,61,146,18,73,119,34,-22,57,22,56,57,99,104,15.0,17.6
3779,734.6110000000001,2018/03/14 08:55:41,2018/03/14,08:55:41,70,214,60,146,18,73,119,34,-22,56,22,56,57,99,105,15.1,17.9
3780,734.806,2018/03/14 09:07:21,2018/03/14,09:07:21,70,215,61,147,19,73,119,34,-22,57,22,56,57,100,105,15.0,18.5
3781,735.0,2018/03/14 09:19:01,2018/03/14,09:19:01,70,215,61,147,19,73,119,34,-22,57,22,56,58,100,105,15.0,19.4
3782,735.194,2018/03/14 09:30:41,2018/03/14,09:30:41,70,214,61,147,19,73,119,34,-22,57,22,56,58,100,105,15.0,20.4
3783,735.3889999999999,2018/03/14 09:42:21,2018/03/14,09:42:21,70,215,61,147,19,73,119,34,-21,57,23,56,58,100,105,15.0,21.5
3784,735.5830000000001,2018/03/14 09:54:01,2018/03/14,09:54:01,70,215,62,147,19,74,120,34,-21,57,22,57,58,100,106,15.0,22.6
3785,735.778,2018/03/14 10:05:41,2018/03/14,10:05:41,70,215,62,148,20,74,120,35,-21,57,22,56,58,101,106,15.0,23.6
3786,735.972,2018/03/14 10:17:21,2018/03/14,10:17:21,70,215,62,148,20,74,119,35,-21,58,23,57,58,101,106,14.9,24.6
3787,736.1669999999999,2018/03/14 10:29:01,2018/03/14,10:29:01,71,215,62,149,20,75,120,35,-20,58,23,57,59,102,106,14.9,25.5
3788,736.3610000000001,2018/03/14 10:40:41,2018/03/14,10:40:41,71,215,62,149,20,75,120,35,-18,58,23,58,59,102,107,14.9,26.3
3789,736.556,2018/03/14 10:52:21,2018/03/14,10:52:21,72,216,63,149,20,75,120,36,-17,58,23,58,59,102,107,14.8,27.0
3790,736.75,2018/03/14 11:04:01,2018/03/14,11:04:01,72,216,63,151,21,76,120,36,-12,59,24,58,59,102,107,14.8,27.7
3791,736.944,2018/03/14 11:15:41,2018/03/14,11:15:41,72,217,63,151,21,75,121,36,-6,59,24,59,60,103,107,14.8,28.3
3792,737.1389999999999,2018/03/14 11:27:21,2018/03/14,11:27:21,72,217,63,151,21,76,120,37,7,59,24,59,60,103,107,14.7,29.0
3793,737.3330000000001,2018/03/14 11:39:01,2018/03/14,11:39:01,72,216,64,152,21,76,121,37,18,59,24,59,60,103,108,14.7,29.7
3794,737.528,2018/03/14 11:50:41,2018/03/14,11:50:41,73,217,64,152,22,76,121,37,24,60,24,59,60,103,108,14.7,30.1
3795,737.722,2018/03/14 12:02:21,2018/03/14,12:02:21,72,216,65,153,22,77,121,37,30,59,25,59,60,104,108,14.7,30.4
3796,737.9169999999999,2018/03/14 12:14:01,2018/03/14,12:14:01,73,217,64,153,22,76,121,38,39,60,25,59,61,104,108,14.7,30.6
3797,738.1110000000001,2018/03/14 12:25:41,2018/03/14,12:25:41,73,217,64,153,22,76,121,37,53,60,24,59,60,104,108,14.6,30.9
3798,738.306,2018/03/14 12:37:21,2018/03/14,12:37:21,73,217,64,153,22,77,121,38,57,60,25,60,61,104,108,14.7,31.1
3799,738.5,2018/03/14 12:49:01,2018/03/14,12:49:01,73,217,64,153,22,77,121,37,67,60,25,60,61,104,109,14.6,31.3
3800,738.694,2018/03/14 13:00:41,2018/03/14,13:00:41,73,217,64,153,23,77,121,37,66,60,25,59,61,104,108,14.6,31.5
3801,738.8889999999999,2018/03/14 13:12:21,2018/03/14,13:12:21,73,217,65,153,23,77,122,38,65,60,25,60,61,104,109,14.6,31.2
3802,739.0830000000001,2018/03/14 13:24:01,2018/03/14,13:24:01,73,218,65,153,22,77,121,38,63,60,25,60,61,104,109,14.7,30.3
3803,739.278,2018/03/14 13:35:41,2018/03/14,13:35:41,73,217,65,153,22,77,121,38,63,60,25,60,61,104,109,14.7,29.7
3804,739.472,2018/03/14 13:47:21,2018/03/14,13:47:21,73,217,64,153,22,77,121,37,62,60,25,60,61,104,109,14.7,29.4
3805,739.6669999999999,2018/03/14 13:59:01,2018/03/14,13:59:01,73,217,64,152,22,76,121,37,61,60,25,59,60,103,108,14.7,29.0
3806,739.8610000000001,2018/03/14 14:10:41,2018/03/14,14:10:41,72,217,64,152,22,76,121,37,61,59,24,59,60,103,108,14.8,28.7
3807,740.056,2018/03/14 14:22:21,2018/03/14,14:22:21,72,217,64,152,22,76,121,37,60,59,24,59,60,103,108,14.8,28.6
3808,740.25,2018/03/14 14:34:01,2018/03/14,14:34:01,73,217,64,152,21,76,121,37,60,59,24,59,60,103,107,14.8,28.4
3809,740.444,2018/03/14 14:45:41,2018/03/14,14:45:41,73,216,64,152,21,76,121,37,60,59,25,59,60,103,108,14.8,28.3
3810,740.6389999999999,2018/03/14 14:57:21,2018/03/14,14:57:21,73,217,64,151,21,76,121,37,59,59,24,59,60,103,108,14.8,28.1
3811,740.8330000000001,2018/03/14 15:09:01,2018/03/14,15:09:01,73,216,63,152,21,76,121,37,59,59,24,59,60,103,108,14.8,28.0
3812,741.028,2018/03/14 15:20:41,2018/03/14,15:20:41,73,217,63,152,21,76,121,37,59,60,24,59,60,103,108,14.8,28.0
3813,741.222,2018/03/14 15:32:21,2018/03/14,15:32:21,72,216,63,152,22,76,121,36,59,59,24,59,60,103,108,14.8,28.0
3814,741.4169999999999,2018/03/14 15:44:01,2018/03/14,15:44:01,72,217,63,151,21,76,120,37,58,59,24,59,60,103,108,14.8,27.9
3815,741.6110000000001,2018/03/14 15:55:41,2018/03/14,15:55:41,72,217,63,151,21,76,121,36,59,59,24,59,60,102,108,14.9,27.7
3816,741.806,2018/03/14 16:07:21,2018/03/14,16:07:21,72,217,63,151,21,76,121,36,58,59,24,59,60,103,107,14.8,27.6
3817,742.0,2018/03/14 16:19:01,2018/03/14,16:19:01,73,217,63,152,21,76,121,37,58,59,24,59,60,103,108,14.8,27.5
3818,742.194,2018/03/14 16:30:41,2018/03/14,16:30:41,73,216,63,152,21,76,121,36,58,59,24,59,60,103,108,14.8,27.5
3819,742.3889999999999,2018/03/14 16:42:21,2018/03/14,16:42:21,72,217,63,151,21,76,121,36,58,59,24,59,60,103,108,14.8,27.2
3820,742.5830000000001,2018/03/14 16:54:01,2018/03/14,16:54:01,72,216,63,151,21,75,121,36,57,59,24,58,60,103,108,14.8,27.0
3821,742.778,2018/03/14 17:05:41,2018/03/14,17:05:41,72,217,63,151,21,76,121,36,57,59,24,58,60,102,107,14.9,26.8
3822,742.972,2018/03/14 17:17:21,2018/03/14,17:17:21,73,217,63,151,21,76,121,36,56,59,24,59,60,103,107,14.9,26.6
3823,743.1669999999999,2018/03/14 17:29:01,2018/03/14,17:29:01,72,216,63,151,21,75,120,36,55,59,24,59,59,102,107,14.9,26.3
3824,743.3610000000001,2018/03/14 17:40:41,2018/03/14,17:40:41,72,216,63,150,21,75,121,36,53,59,24,58,60,102,107,14.9,26.0
3825,743.556,2018/03/14 17:52:21,2018/03/14,17:52:21,72,216,63,151,20,75,121,36,52,59,24,58,60,102,107,14.9,25.7
3826,743.75,2018/03/14 18:04:01,2018/03/14,18:04:01,72,216,63,150,20,75,121,36,51,59,24,58,59,102,107,14.9,25.2
3827,743.944,2018/03/14 18:15:41,2018/03/14,18:15:41,72,216,63,150,21,75,120,36,50,58,24,58,59,102,107,14.9,25.0
3828,744.1389999999999,2018/03/14 18:27:21,2018/03/14,18:27:21,72,216,63,150,21,75,121,36,49,58,24,57,59,102,107,14.9,25.2
3829,744.3330000000001,2018/03/14 18:39:01,2018/03/14,18:39:01,72,216,63,150,21,75,120,36,49,58,24,58,59,102,107,14.9,25.2
3830,744.528,2018/03/14 18:50:41,2018/03/14,18:50:41,72,216,63,150,20,75,121,36,49,58,24,58,59,102,107,14.9,25.1
3831,744.722,2018/03/14 19:02:21,2018/03/14,19:02:21,72,216,62,150,21,75,121,36,49,59,24,58,59,102,107,14.9,25.0
3832,744.9169999999999,2018/03/14 19:14:01,2018/03/14,19:14:01,72,216,62,150,20,75,120,36,48,59,24,58,59,102,107,14.9,24.7
3833,745.1110000000001,2018/03/14 19:25:41,2018/03/14,19:25:41,72,216,63,150,20,75,120,35,48,58,24,58,59,102,107,14.9,24.4
3834,745.306,2018/03/14 19:37:21,2018/03/14,19:37:21,72,216,63,150,21,75,120,36,47,58,24,58,59,102,107,14.9,24.1
3835,745.5,2018/03/14 19:49:01,2018/03/14,19:49:01,72,216,62,150,20,75,120,35,46,58,24,58,59,102,107,14.9,23.8
3836,745.694,2018/03/14 20:00:41,2018/03/14,20:00:41,72,216,62,149,20,75,120,36,45,58,23,58,59,101,107,14.9,23.6
3837,745.8889999999999,2018/03/14 20:12:21,2018/03/14,20:12:21,72,216,62,149,21,75,120,35,45,58,23,58,59,101,107,14.9,23.3
3838,746.0830000000001,2018/03/14 20:24:01,2018/03/14,20:24:01,71,216,62,149,20,75,120,35,45,58,23,57,59,101,107,14.9,23.1
3839,746.278,2018/03/14 20:35:41,2018/03/14,20:35:41,71,216,62,149,20,75,120,35,44,58,24,58,59,102,107,15.0,22.9
3840,746.472,2018/03/14 20:47:21,2018/03/14,20:47:21,72,216,62,149,21,75,121,35,43,58,23,58,59,101,107,15.0,22.8
3841,746.6669999999999,2018/03/14 20:59:01,2018/03/14,20:59:01,71,216,62,149,20,75,120,35,42,58,23,57,59,102,107,15.0,22.6
3842,746.8610000000001,2018/03/14 21:10:41,2018/03/14,21:10:41,71,216,62,149,20,75,120,35,41,58,23,57,59,101,107,15.0,22.5
3843,747.056,2018/03/14 21:22:21,2018/03/14,21:22:21,71,216,62,149,20,74,120,35,41,58,23,57,59,101,107,15.0,22.4
3844,747.25,2018/03/14 21:34:01,2018/03/14,21:34:01,71,216,62,149,20,75,120,35,40,58,23,57,58,101,106,15.0,22.2
3845,747.444,2018/03/14 21:45:41,2018/03/14,21:45:41,71,216,62,149,19,74,120,35,39,58,23,57,58,101,106,15.0,22.1
3846,747.6389999999999,2018/03/14 21:57:21,2018/03/14,21:57:21,71,216,62,149,20,74,120,35,39,58,23,57,58,102,106,15.0,22.0
3847,747.8330000000001,2018/03/14 22:09:01,2018/03/14,22:09:01,71,216,62,149,20,74,120,35,38,58,23,58,59,101,106,15.0,21.9
3848,748.028,2018/03/14 22:20:41,2018/03/14,22:20:41,72,216,62,149,20,74,120,35,38,58,23,57,58,101,107,15.0,21.9
3849,748.222,2018/03/14 22:32:21,2018/03/14,22:32:21,71,216,62,149,19,74,120,35,37,58,23,57,58,101,107,15.0,21.9
3850,748.4169999999999,2018/03/14 22:44:01,2018/03/14,22:44:01,71,216,62,148,20,74,120,35,37,58,23,57,58,101,106,15.0,21.9
3851,748.6110000000001,2018/03/14 22:55:41,2018/03/14,22:55:41,71,216,62,149,20,74,121,35,37,58,23,57,58,101,107,15.0,21.9
3852,748.806,2018/03/14 23:07:21,2018/03/14,23:07:21,71,216,62,149,20,74,120,35,37,58,23,57,58,101,106,15.0,21.9
3853,749.0,2018/03/14 23:19:01,2018/03/14,23:19:01,71,215,62,149,19,74,120,35,37,58,23,57,58,101,106,15.0,21.8
3854,749.194,2018/03/14 23:30:41,2018/03/14,23:30:41,71,216,62,149,20,75,121,35,36,57,23,57,58,101,107,15.0,21.8
3855,749.3889999999999,2018/03/14 23:42:21,2018/03/14,23:42:21,71,216,62,149,20,74,120,35,36,57,23,57,58,101,106,15.0,21.8
3856,749.5830000000001,2018/03/14 23:54:01,2018/03/14,23:54:01,71,216,62,149,20,74,121,35,36,58,23,57,58,101,107,15.0,21.7
3857,749.778,2018/03/15 00:05:41,2018/03/15,00:05:41,71,216,62,148,20,74,120,35,36,58,23,57,58,101,106,15.0,21.7
3858,749.972,2018/03/15 00:17:21,2018/03/15,00:17:21,71,215,62,148,20,75,120,35,35,57,23,57,58,101,106,15.0,21.7
3859,750.1669999999999,2018/03/15 00:29:01,2018/03/15,00:29:01,71,215,62,149,19,74,120,35,35,58,23,57,59,101,107,15.0,21.7
3860,750.3610000000001,2018/03/15 00:40:41,2018/03/15,00:40:41,71,215,62,148,20,74,120,35,35,57,23,57,58,101,106,15.0,21.6
3861,750.556,2018/03/15 00:52:21,2018/03/15,00:52:21,71,216,61,148,20,74,120,35,35,58,23,57,58,101,106,15.0,21.6
3862,750.75,2018/03/15 01:04:01,2018/03/15,01:04:01,71,215,62,148,19,74,120,35,34,58,23,57,58,101,106,15.0,21.4
3863,750.944,2018/03/15 01:15:41,2018/03/15,01:15:41,71,216,62,149,19,74,120,35,34,58,23,57,58,101,106,15.0,21.3
3864,751.1389999999999,2018/03/15 01:27:21,2018/03/15,01:27:21,71,216,62,148,20,74,120,35,33,58,23,57,58,101,107,15.0,21.1
3865,751.3330000000001,2018/03/15 01:39:01,2018/03/15,01:39:01,71,216,61,148,19,74,120,35,32,58,23,57,58,101,106,15.0,20.9
3866,751.528,2018/03/15 01:50:41,2018/03/15,01:50:41,71,215,61,148,19,74,120,35,31,58,23,56,58,100,106,15.0,20.7
3867,751.722,2018/03/15 02:02:21,2018/03/15,02:02:21,71,216,62,148,19,74,120,35,29,58,23,57,58,101,106,15.0,20.6
3868,751.9169999999999,2018/03/15 02:14:01,2018/03/15,02:14:01,71,216,61,148,19,74,120,35,26,57,23,57,58,101,107,15.0,20.4
3869,752.1110000000001,2018/03/15 02:25:41,2018/03/15,02:25:41,71,216,61,148,19,74,120,34,24,58,23,57,58,101,106,15.0,20.2
3870,752.306,2018/03/15 02:37:21,2018/03/15,02:37:21,71,215,61,148,19,74,120,35,21,57,23,56,58,101,106,15.0,20.1
3871,752.5,2018/03/15 02:49:01,2018/03/15,02:49:01,71,215,61,148,19,74,120,35,18,58,23,57,58,101,106,15.0,19.9
3872,752.694,2018/03/15 03:00:41,2018/03/15,03:00:41,71,215,62,148,19,74,120,34,15,58,23,57,58,101,106,15.0,19.8
3873,752.8889999999999,2018/03/15 03:12:21,2018/03/15,03:12:21,71,215,61,147,19,74,120,34,13,58,23,57,58,101,106,15.0,19.7
3874,753.0830000000001,2018/03/15 03:24:01,2018/03/15,03:24:01,71,216,61,148,19,74,120,34,11,58,22,57,58,101,106,15.0,19.6
3875,753.278,2018/03/15 03:35:41,2018/03/15,03:35:41,71,215,62,147,20,74,120,35,9,57,23,57,58,101,106,15.0,19.5
3876,753.472,2018/03/15 03:47:21,2018/03/15,03:47:21,71,216,61,148,19,74,120,34,7,58,23,57,58,101,106,15.0,19.4
3877,753.6669999999999,2018/03/15 03:59:01,2018/03/15,03:59:01,71,216,62,147,19,74,120,34,6,58,23,56,58,101,106,15.0,19.3
3878,753.8610000000001,2018/03/15 04:10:41,2018/03/15,04:10:41,71,215,61,148,19,74,120,35,5,57,23,57,58,101,106,15.0,19.1
3879,754.056,2018/03/15 04:22:21,2018/03/15,04:22:21,71,215,61,147,18,74,120,34,3,58,23,57,58,100,106,15.0,19.0
3880,754.25,2018/03/15 04:34:01,2018/03/15,04:34:01,71,216,61,148,19,74,120,34,1,58,23,57,58,101,107,15.0,18.9
3881,754.444,2018/03/15 04:45:41,2018/03/15,04:45:41,70,215,61,147,19,74,120,34,-1,57,23,57,57,101,106,15.0,18.7
3882,754.6389999999999,2018/03/15 04:57:21,2018/03/15,04:57:21,71,216,61,147,19,74,120,34,-3,57,23,56,58,101,106,15.0,18.6
3883,754.8330000000001,2018/03/15 05:09:01,2018/03/15,05:09:01,70,215,61,147,19,73,120,35,-5,57,23,56,58,100,106,15.0,18.4
3884,755.028,2018/03/15 05:20:41,2018/03/15,05:20:41,71,215,61,147,19,74,120,34,-7,58,23,57,58,101,106,15.0,18.3
3885,755.222,2018/03/15 05:32:21,2018/03/15,05:32:21,71,215,61,147,19,74,120,34,-9,57,22,56,58,100,106,15.0,18.1
3886,755.4169999999999,2018/03/15 05:44:01,2018/03/15,05:44:01,71,216,61,147,19,74,120,34,-10,58,23,57,58,101,106,15.0,18.0
3887,755.6110000000001,2018/03/15 05:55:41,2018/03/15,05:55:41,70,216,61,147,19,74,120,34,-11,57,23,56,58,100,106,15.0,17.9
3888,755.806,2018/03/15 06:07:21,2018/03/15,06:07:21,71,215,61,147,19,74,120,34,-12,57,23,56,57,100,106,15.0,17.9
3889,756.0,2018/03/15 06:19:01,2018/03/15,06:19:01,71,216,61,147,19,74,120,34,-13,57,22,56,57,101,106,15.0,17.8
3890,756.194,2018/03/15 06:30:41,2018/03/15,06:30:41,71,216,61,146,19,74,120,34,-13,57,23,57,57,100,106,15.0,17.8
3891,756.3889999999999,2018/03/15 06:42:21,2018/03/15,06:42:21,71,216,61,147,19,74,120,34,-14,58,23,56,58,100,106,15.0,17.7
3892,756.5830000000001,2018/03/15 06:54:01,2018/03/15,06:54:01,71,215,61,147,19,74,120,34,-14,57,23,56,58,101,106,15.0,17.7
3893,756.778,2018/03/15 07:05:41,2018/03/15,07:05:41,70,215,61,147,19,73,120,34,-15,57,23,56,57,101,106,15.0,17.8
3894,756.972,2018/03/15 07:17:21,2018/03/15,07:17:21,70,216,61,147,19,74,120,34,-15,57,23,56,58,101,106,15.0,17.8
3895,757.1669999999999,2018/03/15 07:29:01,2018/03/15,07:29:01,71,215,61,147,19,74,120,34,-15,57,22,56,58,101,106,15.0,17.9
3896,757.3610000000001,2018/03/15 07:40:41,2018/03/15,07:40:41,71,215,61,146,19,74,120,34,-15,57,23,56,58,101,106,15.0,18.0
3897,757.556,2018/03/15 07:52:21,2018/03/15,07:52:21,71,215,61,146,19,74,120,34,-16,57,22,56,58,101,106,15.0,18.0
3898,757.75,2018/03/15 08:04:01,2018/03/15,08:04:01,71,216,61,147,19,74,119,34,-16,57,22,56,57,100,106,15.0,18.1
3899,757.944,2018/03/15 08:15:41,2018/03/15,08:15:41,71,215,61,147,19,74,120,34,-16,57,22,56,58,101,106,15.0,18.2
3900,758.1389999999999,2018/03/15 08:27:21,2018/03/15,08:27:21,71,215,61,147,19,74,120,34,-16,57,23,56,57,101,107,15.0,18.4
3901,758.3330000000001,2018/03/15 08:39:01,2018/03/15,08:39:01,70,216,61,147,19,74,120,34,-16,57,23,56,58,101,106,15.0,18.7
3902,758.528,2018/03/15 08:50:41,2018/03/15,08:50:41,71,215,61,147,19,74,120,34,-16,57,23,56,58,101,106,15.0,19.0
3903,758.722,2018/03/15 09:02:21,2018/03/15,09:02:21,71,215,61,147,19,74,120,34,-16,58,23,57,58,101,106,15.0,19.3
3904,758.9169999999999,2018/03/15 09:14:01,2018/03/15,09:14:01,71,215,61,147,19,74,120,34,-16,57,23,57,58,101,106,15.0,19.8
3905,759.1110000000001,2018/03/15 09:25:41,2018/03/15,09:25:41,71,215,61,147,19,74,120,35,-16,57,22,57,58,101,106,15.0,20.4
3906,759.306,2018/03/15 09:37:21,2018/03/15,09:37:21,71,215,61,148,19,74,120,35,-16,57,23,57,58,101,106,15.0,21.1
3907,759.5,2018/03/15 09:49:01,2018/03/15,09:49:01,71,216,62,147,19,74,120,34,-15,58,22,57,58,101,106,15.0,21.7
3908,759.694,2018/03/15 10:00:41,2018/03/15,10:00:41,71,216,62,148,19,74,120,35,-15,57,23,57,58,101,106,15.0,22.2
3909,759.8889999999999,2018/03/15 10:12:21,2018/03/15,10:12:21,71,216,62,148,19,75,120,35,-15,58,23,57,59,102,107,15.0,22.6
3910,760.0830000000001,2018/03/15 10:24:01,2018/03/15,10:24:01,71,216,62,148,19,75,121,35,-14,58,23,57,58,101,107,15.0,23.0
3911,760.278,2018/03/15 10:35:41,2018/03/15,10:35:41,71,216,62,149,20,75,120,35,-14,58,23,57,58,102,107,14.9,23.3
3912,760.472,2018/03/15 10:47:21,2018/03/15,10:47:21,72,216,62,148,20,75,121,35,-14,58,23,57,59,102,107,14.9,23.5
3913,760.6669999999999,2018/03/15 10:59:01,2018/03/15,10:59:01,72,216,62,149,20,75,120,35,-14,58,24,57,59,102,107,14.9,24.0
3914,760.8610000000001,2018/03/15 11:10:41,2018/03/15,11:10:41,72,216,63,149,20,75,120,35,-14,58,23,58,59,103,107,14.9,24.8
3915,761.056,2018/03/15 11:22:21,2018/03/15,11:22:21,72,216,63,149,20,76,121,36,-14,59,23,58,59,103,107,14.9,26.0
3916,761.25,2018/03/15 11:34:01,2018/03/15,11:34:01,72,217,63,150,21,76,121,36,-12,59,24,59,60,103,107,14.8,27.0
3917,761.444,2018/03/15 11:45:41,2018/03/15,11:45:41,72,216,64,150,21,76,121,36,-9,59,24,59,60,103,108,14.8,27.7
3918,761.6389999999999,2018/03/15 11:57:21,2018/03/15,11:57:21,72,217,64,151,21,76,121,37,-8,60,24,59,60,103,108,14.8,28.0
3919,761.8330000000001,2018/03/15 12:09:01,2018/03/15,12:09:01,73,217,64,151,21,76,121,37,-6,59,24,59,60,103,108,14.8,28.0
3920,762.028,2018/03/15 12:20:41,2018/03/15,12:20:41,73,217,64,151,21,77,122,37,-4,60,25,59,60,104,108,14.7,28.0
3921,762.222,2018/03/15 12:32:21,2018/03/15,12:32:21,73,217,64,151,21,76,121,37,-1,60,25,60,60,104,109,14.7,28.2
3922,762.4169999999999,2018/03/15 12:44:01,2018/03/15,12:44:01,73,217,64,151,21,77,122,37,5,60,24,59,61,104,108,14.7,28.5
3923,762.6110000000001,2018/03/15 12:55:41,2018/03/15,12:55:41,73,217,64,151,22,77,122,37,9,60,25,59,61,104,109,14.7,28.7
